15054	15179	15185	17394	17514	17718	17731	13513	13545	13530	13549	17773	17579	17579	17583	17569	0	0	0	0	0	13554	13512	13523	13557	17685	17660	17635	14446	14392	14425	14449	16118	16114	15911	18574	18581	18576	18540	14207	15143	14881	14186	18423	18414	18405	18403	18593	0	0	0	0	0	14199	14814	14989	14269	18451	18547	18560	16068	15948	15924	15912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1629	4096	365	1417	278	242	262	262	247	266	244	256	242	229	256	255
15102	15119	17124	17229	17487	17516	17554	13280	13318	13315	0	0	0	0	13353	13268	13263	13330	0	17477	17414	17437	13283	13280	13300	17147	17127	17112	14219	14156	14189	14214	15680	15612	18337	18257	18069	18051	17934	13943	14837	14112	0	0	0	0	14050	15376	15405	14062	0	18199	18003	18005	14101	14887	14052	18285	18270	18291	15840	15714	15690	15679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1439	4096	573	1230	277	243	261	262	248	266	245	255	244	230	254	258
13510	13502	13444	13410	13405	13410	13420	13437	13513	13554	13567	13553	13545	13527	13477	13436	13445	13485	13506	13504	13467	13473	13497	13471	13464	13435	13422	13409	14384	14305	14345	14335	16470	16435	14458	16259	16274	16197	16326	16141	14559	14551	14524	14514	14535	14512	14481	16227	16303	16308	16281	14678	16285	16295	16291	16309	16309	16471	16303	16359	15991	15850	15836	15789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1908	710	8191	8191	281	242	261	262	247	266	245	257	245	229	257	257
14853	14885	16878	17212	17240	17254	17268	17282	13066	13035	13031	0	17295	0	0	17273	17227	0	0	0	0	13038	13018	13049	17165	17216	17202	17173	13949	13888	13918	13973	15425	18124	18109	18083	17995	17792	17792	18124	13762	14835	13722	0	17804	0	0	17778	17534	0	0	0	0	13738	14810	13763	17797	17764	17748	18022	15574	15449	15425	15430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1844	513	410	991	278	241	261	262	247	266	243	256	242	228	256	255
15285	15287	15486	17493	17660	17667	17673	13669	13687	13672	13704	17689	17707	17702	17694	17686	17914	0	0	0	0	13688	13644	13656	13696	17568	17551	17528	14583	14512	14564	14579	16227	16067	16021	18550	18542	18526	18546	14243	14830	14760	14275	18542	18546	18251	18532	18530	18446	0	0	0	0	14266	14738	14873	14286	18957	18953	18969	16208	16069	16053	16050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1940	444	709	1254	278	242	261	262	247	266	244	255	243	229	255	256
14972	14997	15048	17332	17426	17450	17460	17457	13477	13445	13456	17481	17495	17489	17487	17464	17554	17604	17600	17589	17573	13445	13415	13438	15224	17322	17292	17278	14362	14298	14346	14359	16080	16066	16043	18483	18500	18498	18507	18528	14194	14531	14034	18163	18260	18206	18201	18276	18229	18194	18163	18158	18170	14027	14509	14188	15754	18422	18462	18458	15987	15856	15836	15826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1240	1868	979	1494	277	241	261	261	246	266	245	257	245	230	257	258
14751	14961	14961	17047	17221	17339	17352	13140	13165	13149	13183	17384	17254	17397	17388	17221	17313	0	0	0	17329	13172	13121	13132	13164	17318	17302	17200	14060	13981	14029	14066	15822	15822	15499	18187	18003	17975	18022	13724	14280	14186	13746	17930	17949	17918	17909	17935	18071	0	0	0	17852	13738	14164	14253	13781	18163	18148	18144	15677	15535	15525	15528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1365	2255	2072	1309	277	241	260	262	247	266	246	256	245	230	257	259
15159	15162	15164	15456	17394	17407	17403	13626	13669	13672	17449	17426	17435	17450	17411	17403	17636	17650	17646	17638	17630	17638	13654	13632	13658	17511	17497	15537	14547	14507	14563	14560	16270	16265	16244	15960	18686	18684	18693	14329	15728	14274	18731	18719	18727	18558	18696	18719	18966	18665	18654	18718	18975	18983	14253	15675	14401	19000	18981	16078	16171	16059	16049	16023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2713	2028	990	1816	278	241	261	262	247	267	244	256	245	228	257	256
14834	14858	14877	17047	17225	17225	17230	13263	13301	13303	17388	17247	17261	0	17251	17239	17424	17455	17453	17449	17419	17433	13278	13268	13292	17325	17306	17114	14199	14122	14183	14203	15934	15925	15917	18288	18278	18252	18276	14024	15381	14024	18134	18120	18138	17372	18116	18114	18271	17999	17981	17982	17993	17998	14018	15257	14084	18311	18295	18280	15817	15675	15673	15670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1187	1764	1051	1428	277	241	260	262	247	267	245	257	245	231	257	258
14589	14884	14936	15131	17273	17359	17352	13341	13364	13387	17394	17367	17381	17376	17372	17352	17449	17489	17487	17476	17466	17474	13364	13326	13365	17226	17205	15188	14265	14190	14243	14254	15974	15982	15967	15618	18393	18397	18405	13885	14404	13923	18436	18421	18400	18186	18209	18415	18370	18107	18099	18087	18087	18089	13902	14381	13945	18380	18363	15758	15885	15748	15732	15721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1275	1235	1371	1599	278	241	260	262	247	266	245	255	244	229	255	257
