14914	14927	14936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13961	13918	13934	13985	15497	15488	15414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15562	15467	15633	15532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1629	830	2213	1096	277	242	260	262	246	265	244	256	243	229	256	257
14612	14618	14626	14636	14973	15007	15023	15034	13477	13420	13414	17217	17236	17227	17188	15308	15173	15182	15191	15180	15166	13402	13383	13450	14909	15177	15166	15147	14321	14228	14279	14305	16027	15899	15889	15832	15827	15619	15823	15891	15701	14518	14198	18558	15129	18560	18554	15775	15767	15764	15758	15754	15744	14171	14505	14048	15802	15832	15838	15850	15960	15772	17122	15900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1636	1030	2556	2733	278	241	260	262	246	266	244	255	243	229	256	257
14392	14398	14398	16983	17009	17021	17039	17059	13190	13183	17059	17041	17059	17053	17039	17029	17106	17114	17593	17268	17098	17103	13155	13144	15310	16989	16976	16965	14075	13981	14046	14057	15866	15660	15590	18299	18245	18215	18239	18303	14311	14217	18215	18210	18219	18204	18191	18195	18197	18176	18115	18142	18134	18144	14199	14285	15844	18185	18144	18286	15677	15533	15527	15625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1182	1292	971	1872	277	241	260	262	246	266	243	256	243	229	256	256
15047	15060	15059	17089	17468	17476	0	17550	13252	13229	0	0	0	0	0	0	0	0	0	0	0	0	13211	13228	17411	0	0	0	14118	14040	14086	14135	15644	15619	15578	18275	18063	18007	0	18343	14024	14042	0	0	0	0	0	0	0	0	0	0	0	0	13999	13981	17968	0	0	0	15723	15596	15574	15584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1463	945	1260	997	277	241	261	261	246	266	243	256	243	228	256	256
13673	13666	13664	13664	13635	13632	13640	13638	13677	13625	13608	13598	13650	13653	13656	13644	13632	13625	13596	13598	13621	13627	13615	13619	13633	13626	13608	13615	14550	14456	14497	14521	16377	16328	16359	14606	16216	16179	16146	14639	16244	16218	16165	16407	16195	16190	16167	16460	16355	16209	16190	16186	16186	16184	16179	16201	16372	16200	14896	16345	16246	18641	17367	19439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2087	2917	3492	8191	281	241	261	261	246	266	244	256	243	229	256	257
14336	14348	14345	16941	16989	17007	17015	17017	17087	13103	17047	17029	17047	17041	17007	16982	14923	17055	17087	16957	14909	14913	13077	16975	14903	14899	14888	14867	14003	13929	13975	14010	15818	15808	15550	18217	18179	18154	18158	18169	18219	14084	18171	18166	18171	18106	18144	18190	15217	18208	18193	18186	15191	15167	14086	18204	15793	15455	15455	15470	15984	15485	15461	15583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1469	1406	1307	2078	278	241	260	262	247	266	244	256	244	228	256	257
14899	14907	14907	15496	17538	17562	17579	17596	13707	13680	17584	17569	17586	17577	17571	17558	0	0	0	0	0	0	13658	13686	17737	17832	17800	17549	14572	14515	14559	14569	16407	16408	16393	16071	18797	18772	18796	18867	14560	14707	18808	18798	18811	18797	18792	18789	0	0	0	0	0	0	14656	14509	18506	18743	18739	18728	16183	16071	16038	16173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1610	765	1175	1850	277	240	260	261	246	265	244	256	243	229	255	256
14061	14065	14059	16653	16693	16706	16712	16718	12874	12829	12835	16725	16729	16729	16703	16689	16763	16770	17262	17261	16754	12823	12794	12839	14590	16652	16640	14588	13724	13641	13692	13718	15529	15294	15250	17886	17882	17875	17878	17942	13453	14138	13409	17868	17880	17677	17855	17896	17854	17840	17768	17788	17812	13398	14117	13426	15190	17980	17865	15155	15377	15198	15179	15295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1357	909	1215	1752	277	241	261	262	247	266	244	256	243	229	256	257
15344	17443	17738	0	0	0	0	0	14050	13487	13529	0	0	0	0	0	0	0	0	0	0	13512	13463	14013	17683	0	0	0	14395	14318	14346	14404	15854	18345	18321	0	0	0	0	0	14716	14885	13975	0	0	0	0	0	0	0	0	0	0	13993	14879	14723	18273	0	0	0	16003	15865	15997	15858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1389	995	2122	816	277	241	261	262	248	266	244	256	244	229	257	257
15090	15094	15090	17120	17502	17512	17522	17544	13299	13261	13279	0	0	0	0	0	0	0	0	0	0	13274	13240	13271	17274	0	0	17264	14160	14078	14122	14177	15680	15643	15558	18315	18039	18028	18034	18353	14026	14778	13881	0	0	0	0	0	0	0	0	0	0	13887	14775	14005	17989	0	0	0	15764	15629	15608	15627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2294	1395	1339	1201	277	241	260	261	246	266	245	256	243	229	256	256
15386	15393	17425	17761	17783	17802	17819	13535	13550	13532	13570	0	17814	0	0	0	17723	0	0	0	0	13551	13516	13523	13559	17715	17705	17672	14422	14366	14400	14439	15917	15889	18601	18336	18343	18329	0	14149	14956	14800	14164	0	18138	0	0	0	18175	0	0	0	0	14175	14796	14951	14228	18274	18255	18264	16029	15913	16025	15891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1315	913	1954	1110	277	241	261	261	246	266	244	256	244	229	256	257
15399	15405	15403	17803	17830	17871	17880	17890	13656	13580	0	0	0	0	0	0	0	0	0	0	0	0	13554	13627	17735	0	0	0	14487	14395	14446	14487	15970	15959	15922	18622	18376	18311	18213	18685	14356	14639	0	0	0	0	0	0	0	0	0	0	0	0	14620	14145	18321	0	0	0	16092	15947	16049	15941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1242	976	1048	1122	277	241	260	262	247	265	244	256	243	229	256	256
15312	15319	17378	0	0	0	0	13462	13475	13523	0	0	0	0	0	0	0	0	0	0	0	0	13512	13456	13503	0	0	0	14362	14300	14339	14382	15834	15812	18429	0	0	0	0	14073	14670	14104	0	0	0	0	0	0	0	0	0	0	0	0	14098	14612	14157	0	0	0	16082	15854	15832	15832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1402	862	1164	942	277	242	260	262	247	266	244	256	243	229	256	257
15583	15590	15588	17635	17966	17995	18010	13760	13770	18074	18047	18041	18031	18028	18022	18019	17951	0	0	0	17879	17886	17882	13739	13792	17884	17868	17604	14649	14582	14634	14651	16480	16149	16124	18826	18823	18784	18819	14295	14680	18739	18578	18585	18581	18568	18560	18790	18776	0	0	0	18432	18441	18735	14649	14359	18804	18783	18770	16265	16133	16119	16114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1513	809	1019	1218	277	241	261	262	247	266	244	256	243	230	256	257
